,id,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,state
132820,7038907977,Annapolis,1875,apartment,834,1,1.0,0,0,1,0,0,0,Unknown,Unknown,38.9799,-76.5235,MD
32813,7049627432,"Washington, Dc",1575,apartment,690,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,39.1419,-77.189,DC
333715,7041945117,Kennewick-Pasco-Richland,1192,apartment,954,2,2.0,1,1,0,0,0,0,w/d in unit,attached garage,46.3257,-119.307,WA
162878,7047319086,Rochester,1545,apartment,1247,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,44.0224,-92.5078,MN
193422,7039036807,Lincoln,1085,apartment,1596,3,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,40.8177,-96.7424,NE
339967,7035738436,Morgantown,750,apartment,769,2,1.0,1,1,1,0,0,0,laundry on site,Unknown,39.6666,-79.9773,WV
369521,7049077895,Fresno / Madera,1242,apartment,642,1,1.0,1,1,1,0,0,0,w/d in unit,carport,36.8132,-119.861,CA
278463,7044531946,Knoxville,919,apartment,908,2,1.0,1,1,1,0,0,0,w/d hookups,street parking,35.926,-84.0694,TN
257493,7029426841,Reading,600,house,1448,3,2.0,1,1,1,0,0,0,Unknown,Unknown,40.3507,-75.9143,PA
301218,7037581758,Houston,2200,house,2700,5,3.5,0,0,1,0,0,0,Unknown,Unknown,30.1441,-95.4703,TX
254388,7045781257,Philadelphia,1920,apartment,685,1,1.0,1,1,1,0,0,0,laundry on site,detached garage,39.9562,-75.1942,PA
252211,7027081756,Lancaster,1025,apartment,904,1,1.0,0,0,1,0,0,0,Unknown,Unknown,40.0351,-76.3434,PA
151155,7044506545,Grand Rapids,875,apartment,576,1,1.0,1,1,0,0,0,0,w/d hookups,off-street parking,43.0148,-85.7776,MI
122748,7049661015,Louisville,859,apartment,850,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,38.185,-85.6269,KY
255604,7049347548,Pittsburgh,451,apartment,532,1,1.0,0,0,1,0,0,0,Unknown,Unknown,40.444,-79.9552,PA
363677,7047567744,Tucson,725,apartment,691,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,32.2505,-110.82799999999999,AZ
326594,7051045882,Norfolk / Hampton Roads,875,apartment,945,3,1.5,0,0,1,0,0,0,w/d hookups,off-street parking,36.8619,-76.2738,VA
346748,7041504802,Wyoming,2550,house,2600,3,3.0,1,1,1,0,0,0,laundry on site,carport,43.4764,-110.756,WY
82390,7041625783,Hawaii,1150,apartment,385,0,1.0,1,1,0,0,0,0,laundry on site,off-street parking,21.3409,-157.876,HI
145075,7028019224,Ann Arbor,1350,apartment,1028,3,2.0,1,0,1,0,0,0,laundry in bldg,carport,42.2328,-83.7015,MI
290318,7027615494,Brownsville,475,apartment,545,0,1.0,1,1,0,0,0,0,laundry on site,carport,26.1734,-97.6783,TX
263780,7035905987,Columbia,709,apartment,785,1,1.0,1,1,1,0,0,0,Unknown,Unknown,33.9659,-80.9355,SC
223116,7044736578,Akron / Canton,800,apartment,1050,2,1.5,1,1,1,0,0,0,Unknown,Unknown,41.1377,-81.5539,OH
204145,7041004918,South Jersey,1645,apartment,652,1,1.0,1,0,1,0,0,0,laundry in bldg,street parking,39.887,-75.051,NJ
273175,7048444036,Chattanooga,815,apartment,1248,2,1.0,1,1,1,0,0,0,w/d hookups,Unknown,35.1304,-85.3088,TN
285069,7034008483,Abilene,699,apartment,707,1,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,32.391999999999996,-99.7746,TX
195720,7024545550,Lincoln,1122,apartment,1654,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,40.75,-96.6644,NE
275203,7024573382,Clarksville,500,apartment,500,1,1.0,0,0,1,0,0,0,no laundry on site,off-street parking,36.5979,-87.4229,TN
340109,7040337440,Appleton-Oshkosh-Fdl,650,apartment,1200,2,1.0,0,0,0,0,0,0,Unknown,Unknown,44.022,-88.5436,WI
233469,7041267675,Toledo,685,apartment,600,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,41.7106,-83.6094,OH
354659,7036672477,Tuscaloosa,779,apartment,575,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,33.1617,-87.5144,AL
25675,7037987600,Fort Collins / North Co,1277,apartment,600,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,40.569,-105.09299999999999,CO
138360,7026980341,Frederick,1115,apartment,762,1,1.0,0,0,1,0,0,0,Unknown,Unknown,39.4219,-77.4331,MD
2069,7049410447,Sacramento,1450,apartment,986,2,2.0,0,0,1,0,0,0,w/d in unit,carport,38.6148,-121.272,CA
290613,7012795858,Brownsville,1265,house,1331,4,1.5,1,1,1,0,0,0,Unknown,Unknown,26.203000000000003,-97.5443,TX
338953,7050584557,Yakima,1200,duplex,1173,2,2.0,0,0,0,0,0,0,w/d in unit,attached garage,46.5989,-120.62700000000001,WA
32546,7048218259,"Washington, Dc",2500,townhouse,900,2,1.0,1,1,0,0,0,0,w/d in unit,street parking,38.9013,-76.9995,DC
337760,7048402262,Seattle-Tacoma,1609,house,1843,4,2.5,1,1,1,0,0,0,w/d hookups,attached garage,47.8589,-121.73700000000001,WA
243394,7047429727,Eugene,999,apartment,409,2,2.0,0,0,1,0,0,0,Unknown,Unknown,44.0452,-123.084,OR
167405,7032989857,Gulfport / Biloxi,799,house,1177,3,2.0,0,0,1,0,0,0,Unknown,Unknown,30.3781,-89.0888,MS
42761,7040955497,Jacksonville,730,apartment,800,3,1.0,1,1,0,0,0,0,Unknown,Unknown,30.3894,-81.7219,FL
316663,7048522541,Provo / Orem,1249,apartment,1057,2,2.0,1,1,0,0,0,0,w/d in unit,carport,40.2972,-111.721,UT
46252,7019883851,Lakeland,1347,apartment,1143,2,2.0,0,0,1,0,0,0,Unknown,Unknown,28.2531,-81.6509,FL
101263,7044734452,Indianapolis,885,apartment,1080,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,39.8268,-86.1386,IN
123473,7047005791,Louisville,699,apartment,680,2,1.0,1,1,1,0,0,0,Unknown,Unknown,38.1746,-85.7126,KY
342939,7048069569,Madison,1350,apartment,900,2,1.0,0,0,0,0,0,0,laundry in bldg,detached garage,43.1051,-89.3454,WI
89324,7014214174,Champaign Urbana,900,condo,1000,2,1.5,1,1,0,0,0,0,w/d in unit,off-street parking,40.095,-88.2493,IL
298312,7050404947,El Paso,700,apartment,960,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,31.9386,-106.40700000000001,TX
179198,7049767653,Eastern Nc,1085,apartment,1340,2,2.0,1,1,0,0,0,0,Unknown,Unknown,35.5742,-77.3559,NC
181965,7027548275,Fayetteville,1099,apartment,1249,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,35.0257,-78.9705,NC
265276,7043449401,Columbia,1141,apartment,1154,2,2.0,1,1,1,0,0,0,Unknown,Unknown,34.0726,-81.1796,SC
328883,7040650953,Richmond,1199,townhouse,949,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,37.5952,-77.6078,VA
168019,7033693488,Hattiesburg,1081,apartment,1200,3,0.0,1,1,1,0,0,0,Unknown,Unknown,31.3098,-89.3775,MS
95268,7050216557,"St Louis, Mo",1475,apartment,950,2,1.0,1,1,0,0,0,1,laundry in bldg,street parking,38.6185,-90.2564,IL
314335,7043891232,Wichita Falls,690,apartment,540,1,1.0,0,0,1,0,0,0,laundry on site,Unknown,33.8561,-98.5642,TX
321214,7040265518,Charlottesville,1529,apartment,1002,3,1.5,0,0,1,0,0,0,Unknown,Unknown,38.0728,-78.4929,VA
376725,7049959598,Los Angeles,1645,apartment,687,1,1.0,0,0,1,0,0,0,Unknown,Unknown,34.2174,-118.536,CA
168729,7044015341,Jackson,615,apartment,641,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,32.3055,-90.2309,MS
111971,7044925448,Louisville,675,apartment,675,1,1.0,1,1,0,0,0,0,laundry in bldg,street parking,38.1593,-85.77799999999999,KY
280830,7047064339,Memphis,1179,townhouse,1065,2,1.5,1,1,1,0,0,0,w/d hookups,Unknown,35.096,-89.8686,TN
371927,7021521178,Hanford-Corcoran,1499,apartment,938,2,2.0,1,1,0,0,0,0,w/d in unit,carport,36.330999999999996,-119.678,CA
373975,7039471808,Inland Empire,2130,house,2417,4,3.0,1,1,1,0,0,0,w/d hookups,attached garage,34.4239,-117.40799999999999,CA
69110,7038594568,Atlanta,962,apartment,767,1,1.0,0,0,1,0,0,0,Unknown,Unknown,33.451,-84.1544,GA
251490,7033595575,Charleston,1280,apartment,1456,3,2.0,0,0,1,0,0,0,Unknown,Unknown,33.028,-80.1739,SC
282738,7049335358,Nashville,955,apartment,800,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,36.0595,-86.6592,TN
201036,7032987317,Jersey Shore,1850,apartment,750,1,1.0,1,0,1,0,0,0,w/d in unit,street parking,40.2116,-74.0093,NJ
286656,7028698104,Amarillo,799,apartment,300,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,35.1898,-101.934,TX
370284,7047434331,Fresno / Madera,1289,apartment,1008,3,2.0,1,1,0,1,0,0,w/d in unit,carport,36.7863,-119.829,CA
382535,7049198869,Orange County,2070,apartment,965,2,2.0,1,1,1,0,0,0,laundry on site,detached garage,33.6558,-117.666,CA
210099,7045029118,Catskills,1500,house,1152,3,1.0,0,0,0,0,0,0,laundry on site,Unknown,42.247,-73.7552,NY
373778,7049414872,Inland Empire,1514,apartment,840,1,1.0,0,0,1,0,0,0,Unknown,Unknown,33.9548,-117.32600000000001,CA
51954,7040773672,Panama City,1245,apartment,1269,2,2.0,1,1,0,0,0,0,w/d hookups,Unknown,30.1653,-85.5763,FL
252949,7025042600,Lehigh Valley,1212,apartment,890,1,1.0,0,0,1,0,0,0,Unknown,Unknown,40.5883,-75.4836,PA
120244,7049108368,Lexington,650,apartment,1250,2,2.0,1,0,1,0,0,0,w/d in unit,Unknown,37.7328,-84.3203,KY
117574,7046453774,Wichita,623,apartment,742,2,1.0,1,1,1,0,0,0,Unknown,Unknown,37.6266,-97.3581,KS
222008,7047080596,Cincinnati,695,duplex,1000,2,1.0,0,0,0,0,0,0,w/d hookups,detached garage,39.1154,-84.5811,OH
348583,7043502960,Birmingham,960,apartment,1150,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,33.3813,-86.7046,AL
246420,7051001759,Portland,1325,apartment,852,2,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,45.4132,-122.787,OR
182354,7015447946,Fayetteville,700,apartment,970,2,1.0,0,0,1,0,0,0,w/d hookups,street parking,35.1439,-78.8722,NC
134644,7047422415,Monroe,804,apartment,960,2,1.0,1,1,1,0,0,1,laundry in bldg,off-street parking,41.9501,-83.3968,MI
178646,7043503105,Charlotte,910,apartment,896,1,1.0,1,1,0,0,0,0,w/d hookups,street parking,35.4124,-80.6272,NC
84972,7050935391,Spokane / Coeur D'Alene,925,apartment,950,2,1.0,1,1,1,0,0,0,w/d in unit,carport,47.6156,-117.36200000000001,ID
16753,7042713352,Boulder,2215,apartment,930,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,40.0212,-105.25399999999999,CO
23054,7049369355,Denver,1160,apartment,657,0,1.0,1,1,1,0,0,0,w/d in unit,carport,39.6431,-104.899,CO
294752,7033037134,Corpus Christi,569,apartment,650,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,27.5304,-97.8825,TX
138201,7028217789,Frederick,1406,apartment,770,1,1.0,1,1,1,0,0,0,Unknown,Unknown,39.3647,-77.4636,MD
58339,7047336151,Space Coast,1025,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,28.1384,-80.6524,FL
370305,7035533500,Fresno / Madera,1025,apartment,925,2,1.0,0,0,1,0,0,0,laundry on site,carport,36.8075,-119.76899999999999,CA
57467,7042439516,South Florida,1595,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,25.6385,-80.3901,FL
34231,7041799923,Delaware,1012,apartment,740,1,1.0,1,1,1,0,0,0,Unknown,Unknown,39.796,-75.4852,DE
312357,7040070091,Tyler / East Tx,945,apartment,700,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,31.7346,-95.5332,TX
32421,7049693940,"Washington, Dc",1395,apartment,722,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,38.7675,-77.4417,DC
333390,7045594810,Kennewick-Pasco-Richland,1500,apartment,500,2,1.0,1,1,0,1,0,1,laundry in bldg,Unknown,46.2123,-119.197,WA
157225,7014813045,Port Huron,767,apartment,576,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,42.9135,-82.4813,MI
303640,7031126718,Lubbock,899,apartment,1095,2,2.0,1,1,0,0,0,0,w/d hookups,carport,33.5924,-101.93700000000001,TX
350580,7036460766,Huntsville / Decatur,719,apartment,900,2,1.0,1,1,0,1,0,1,w/d hookups,off-street parking,34.7395,-86.6462,AL
291986,7039819174,College Station,2400,house,2900,4,3.5,0,0,1,0,0,0,w/d in unit,attached garage,30.4411,-95.7097,TX
266204,7043476331,Greenville / Upstate,998,apartment,1085,2,2.0,1,1,1,0,0,0,laundry on site,detached garage,34.5323,-82.6348,SC
293558,7047040555,Corpus Christi,875,apartment,663,1,1.0,1,1,1,0,0,0,Unknown,Unknown,27.7391,-97.3679,TX
11655,7035517944,Stockton,1020,apartment,373,0,1.0,1,1,1,0,0,0,laundry on site,Unknown,38.0025,-121.352,CA
322528,7047316334,Danville,1000,condo,1671,3,1.5,1,1,1,0,0,0,Unknown,Unknown,36.4534,-79.5632,VA
355936,7027777011,Anchorage / Mat-Su,925,apartment,470,1,1.0,1,1,0,1,0,0,laundry on site,Unknown,61.1695,-149.838,AK
198945,7050853969,Central Nj,1450,apartment,900,2,1.0,1,1,1,0,0,0,no laundry on site,street parking,40.3192,-74.4285,NJ
127743,7049649445,Lake Charles,799,apartment,817,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,30.1693,-93.2218,LA
167092,7033700028,Gulfport / Biloxi,760,apartment,782,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,30.3985,-89.0013,MS
327445,7044565021,Norfolk / Hampton Roads,1275,apartment,621,1,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,36.8345,-76.3026,VA
288668,7050910382,Austin,1704,townhouse,1259,2,2.0,1,1,0,1,0,0,w/d hookups,attached garage,30.4671,-97.6889,TX
126239,7050409825,Lafayette,409,apartment,1189,4,2.0,1,1,0,1,0,1,w/d in unit,off-street parking,30.2117,-92.0477,LA
348105,7044746588,Birmingham,1030,house,1080,4,2.0,1,1,0,0,0,0,w/d hookups,attached garage,33.7664,-86.7789,AL
210820,7035245210,Glens Falls,1149,apartment,637,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,43.067,-73.7795,NY
320697,7036300431,St George,850,house,1481,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,37.0831,-113.55799999999999,UT
29713,7037373238,New Haven,1550,apartment,711,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,41.3098,-72.9352,CT
24609,7030798331,Fort Collins / North Co,1415,apartment,713,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage,40.5406,-105.07,CO
188645,7048524066,Raleigh / Durham / Ch,850,apartment,600,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,35.7794,-78.6897,NC
346441,7050141224,Wausau,655,apartment,1200,2,2.0,0,0,1,0,0,0,w/d hookups,Unknown,44.5088,-89.5557,WI
75860,7027561533,Macon / Warner Robins,665,apartment,860,1,1.5,0,0,1,0,0,0,Unknown,Unknown,32.621,-83.6514,GA
258726,7049265354,York,900,apartment,1600,2,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,39.8994,-76.6429,PA
74761,7033429724,Columbus,349,apartment,1157,3,2.0,0,0,1,0,0,0,Unknown,Unknown,32.4779,-84.898,GA
53597,7036981372,Pensacola,1900,house,2200,4,3.0,0,0,0,0,0,0,w/d hookups,off-street parking,30.4756,-87.3179,FL
92792,7041252072,"Quad Cities, Ia/Il",1125,apartment,1040,3,1.0,1,0,1,0,0,0,Unknown,attached garage,41.4885,-90.321,IL
304266,7024423348,Mcallen / Edinburg,1050,apartment,1055,3,2.0,1,1,1,0,0,0,w/d in unit,carport,26.2792,-98.1832,TX
92131,7049376060,"Quad Cities, Ia/Il",1100,house,1334,3,1.0,1,1,1,0,0,0,Unknown,Unknown,41.5385,-90.5613,IL
281506,7047584408,Nashville,1100,apartment,870,2,1.5,1,1,1,0,0,0,laundry on site,Unknown,36.064,-86.6914,TN
17420,7038403872,Boulder,1566,apartment,767,1,1.0,0,0,1,0,0,0,Unknown,Unknown,39.8854,-105.11399999999999,CO
115811,7038408264,Topeka,635,apartment,716,1,1.0,0,0,1,0,0,0,Unknown,Unknown,39.0119,-95.7151,KS
377729,7050095492,Modesto,1300,house,1300,3,2.0,0,0,0,0,0,0,w/d hookups,detached garage,37.6192,-120.95700000000001,CA
30638,7034640226,"Washington, Dc",1860,apartment,671,1,1.0,0,0,1,0,0,0,Unknown,Unknown,38.8856,-77.1802,DC
149987,7036382919,Flint,1235,apartment,1125,2,2.0,1,1,1,0,0,0,w/d in unit,carport,42.8009,-83.734,MI
354562,7044776997,Tuscaloosa,850,townhouse,1156,2,1.5,1,1,0,0,0,0,w/d hookups,street parking,33.1563,-87.5607,AL
1198,7046011871,Reno / Tahoe,1392,apartment,987,2,2.0,1,1,1,0,0,0,Unknown,carport,39.5362,-119.736,CA
184536,7047509010,Greensboro,1280,apartment,1249,3,2.0,1,1,1,0,0,0,w/d hookups,Unknown,36.0387,-79.9106,NC
363856,7047433913,Tucson,900,apartment,750,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,32.3227,-110.97,AZ
130777,7030888911,Shreveport,900,house,1107,3,1.5,0,1,0,0,0,0,w/d hookups,carport,32.4614,-93.8676,LA
379436,7030863803,Monterey Bay,3095,apartment,1281,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,36.6122,-121.85,CA
234193,7037700438,Toledo,809,townhouse,935,2,1.5,1,1,1,0,0,0,w/d in unit,Unknown,41.2239,-83.8964,OH
94982,7050745552,"St Louis, Mo",840,apartment,901,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,38.7229,-90.4474,IL
3927,7050014154,San Diego,2149,apartment,1250,3,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,32.7455,-117.023,CA
269132,7035142980,Hilton Head,2500,apartment,1536,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage,32.1872,-80.7193,SC
34415,7040709384,Delaware,1072,apartment,899,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,39.1534,-75.5648,DE
320507,7041005474,Salt Lake City,1149,apartment,743,1,1.0,1,1,0,0,0,0,w/d in unit,carport,40.5059,-111.895,UT
121412,7041531398,Lexington,829,apartment,840,2,1.0,1,1,1,0,0,0,w/d hookups,Unknown,37.9954,-84.5498,KY
102705,7036049687,South Bend / Michiana,1075,townhouse,1000,2,1.5,1,1,1,0,0,0,w/d hookups,Unknown,41.7114,-86.1911,IN
49636,7033618818,Orlando,799,apartment,528,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,28.6523,-81.3415,FL
88285,7047037553,Champaign Urbana,662,apartment,996,2,1.5,1,1,1,0,0,0,Unknown,Unknown,40.3025,-88.1335,IL
244289,7049218903,Medford-Ashland,1350,house,970,2,1.0,1,1,1,0,0,0,w/d hookups,attached garage,42.3674,-122.896,OR
346114,7045154442,Milwaukee,955,apartment,750,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,43.1594,-88.0327,WI
91496,7050727544,Peoria,400,house,768,2,1.0,1,1,1,1,0,0,w/d hookups,attached garage,40.7681,-89.6026,IL
86879,7041444099,Spokane / Coeur D'Alene,1595,townhouse,1525,3,2.5,1,1,0,0,0,0,w/d in unit,attached garage,47.6496,-117.258,ID
294103,7040628612,Corpus Christi,569,apartment,650,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,27.5304,-97.8825,TX
116482,7031335402,Topeka,775,apartment,1200,2,2.0,1,1,1,0,0,0,w/d hookups,carport,39.0652,-95.7298,KS
81860,7048195123,Hawaii,3200,duplex,1350,2,2.0,0,0,0,0,0,0,w/d in unit,street parking,21.6312,-158.069,HI
347129,7016321427,Auburn,534,apartment,1523,4,2.0,1,1,1,0,0,0,w/d in unit,Unknown,32.6149,-85.508,AL
30928,7049919551,"Washington, Dc",1550,apartment,700,0,1.0,0,0,1,0,0,0,Unknown,Unknown,38.8682,-76.8156,DC
91910,7049197538,Rockford,625,apartment,900,2,1.0,0,0,1,0,0,0,laundry on site,off-street parking,42.2871,-89.6703,IL
146847,7035708019,Battle Creek,744,apartment,950,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,42.2951,-85.1993,MI
299434,7014024398,Galveston,1060,apartment,924,2,2.0,1,1,0,0,0,0,w/d in unit,Unknown,29.4402,-95.098,TX
250645,7036716599,Harrisburg,1060,apartment,857,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,40.303000000000004,-76.8862,PA
53153,7045821154,Pensacola,766,apartment,605,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,30.5005,-87.2322,FL
352220,7042684160,Mobile,855,apartment,1200,2,2.0,1,1,0,0,0,0,w/d hookups,Unknown,30.6692,-88.1975,AL
268433,7035780991,Greenville / Upstate,949,apartment,737,1,1.0,0,0,1,0,0,0,Unknown,Unknown,34.6962,-82.2893,SC
42530,7049617743,Jacksonville,1215,apartment,859,1,1.5,1,1,1,0,0,0,w/d in unit,Unknown,30.131999999999998,-81.5151,FL
198464,7050990623,Reno / Tahoe,900,manufactured,784,2,2.0,0,0,1,0,0,0,w/d hookups,street parking,39.2025,-119.75299999999999,NV
336262,7049205209,Seattle-Tacoma,1845,apartment,830,2,1.0,1,1,0,0,0,0,w/d in unit,carport,47.7157,-122.17200000000001,WA
19765,7048644037,Fort Collins / North Co,1443,apartment,871,1,1.0,1,1,0,1,1,0,w/d in unit,detached garage,40.5194,-105.00299999999999,CO
313583,7041334616,Waco,767,apartment,600,1,1.0,1,1,0,1,0,0,w/d in unit,off-street parking,31.535,-97.1899,TX
141589,7028307549,South Coast,1635,apartment,1045,2,1.0,1,1,1,0,0,0,laundry in bldg,Unknown,41.9446,-71.2928,MA
91526,7049643972,Peoria,550,apartment,864,2,1.0,0,0,1,0,0,0,no laundry on site,off-street parking,40.5567,-89.6443,IL
174600,7033694257,Missoula,1150,apartment,849,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,46.872,-114.014,MT
237714,7047358088,Oklahoma City,580,apartment,720,1,1.0,1,1,1,0,0,0,Unknown,Unknown,35.5946,-97.5511,OK
334532,7032841106,Kennewick-Pasco-Richland,995,apartment,710,2,1.0,1,1,0,0,0,0,w/d in unit,carport,46.2522,-119.288,WA
116511,7019221810,Topeka,625,apartment,792,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,39.0237,-95.7558,KS
282114,7047128513,Nashville,1129,apartment,972,2,2.0,0,0,1,0,0,0,Unknown,Unknown,36.0947,-86.9242,TN
32600,7041174254,"Washington, Dc",2890,apartment,430,1,1.0,0,0,0,0,0,1,laundry in bldg,Unknown,38.9146,-77.0396,DC
266733,7049689194,Greenville / Upstate,1513,apartment,770,1,1.0,0,0,1,0,0,0,Unknown,Unknown,34.8463,-82.3961,SC
194637,7035790326,Lincoln,1255,apartment,1690,3,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,40.75,-96.6644,NE
52297,7041208855,Pensacola,1312,apartment,1127,2,2.0,1,1,1,0,0,0,w/d hookups,street parking,30.5241,-87.2167,FL
134093,7045369743,Lansing,850,apartment,897,2,1.0,1,1,1,0,0,0,laundry in bldg,Unknown,42.7137,-84.3994,MI
43930,7038003302,Jacksonville,928,apartment,895,2,2.0,1,1,0,1,0,0,w/d hookups,off-street parking,30.2787,-81.5831,FL
311436,7038919108,San Marcos,896,apartment,660,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,29.8754,-97.9404,TX
256865,7048516579,Reading,1673,apartment,1270,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,40.3016,-75.8799,PA
244901,7051219708,Portland,1777,apartment,1110,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,45.5201,-122.86,OR
4764,7039669123,San Diego,2195,apartment,1000,2,2.0,0,0,1,0,0,0,Unknown,Unknown,32.9504,-117.10799999999999,CA
239175,7049410296,Tulsa,539,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,36.0606,-95.9117,OK
29434,7027477112,New Haven,800,house,2670,3,2.0,1,1,1,1,1,0,Unknown,Unknown,41.2389,-73.1998,CT
281056,7045368075,Memphis,805,apartment,650,1,1.0,1,1,1,0,0,0,Unknown,Unknown,35.1602,-89.7816,TN
378739,7032348542,Modesto,895,apartment,700,2,1.0,0,0,1,0,0,0,laundry on site,Unknown,37.631,-120.97200000000001,CA
60823,7046113870,St Augustine,2025,house,2028,4,3.0,0,0,1,0,0,0,w/d in unit,attached garage,29.9475,-81.5264,FL
292504,7017877387,College Station,599,apartment,977,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,30.5932,-96.3271,TX
74134,7046775414,Columbus,460,house,1588,3,2.0,0,1,1,0,0,0,Unknown,attached garage,32.4779,-84.898,GA
150054,7032221845,Flint,1235,apartment,1125,2,2.0,1,1,1,0,0,0,w/d in unit,carport,42.8009,-83.734,MI
37745,7022712443,Florida Keys,2448,apartment,768,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,24.5587,-81.7506,FL
349989,7047456457,Huntsville / Decatur,847,apartment,1402,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,34.6911,-86.575,AL
92762,7041334438,"Quad Cities, Ia/Il",990,house,1426,2,1.5,1,1,1,0,0,0,Unknown,detached garage,41.5385,-90.5613,IL
177325,7044809926,Charlotte,1730,apartment,745,1,1.0,1,1,1,0,0,0,Unknown,Unknown,35.2091,-80.8387,NC
260407,7045694814,Rhode Island,1650,apartment,780,2,1.0,1,1,1,0,0,0,w/d in unit,street parking,41.5227,-71.301,RI
32806,7049628590,"Washington, Dc",3000,apartment,994,1,1.5,1,1,0,1,0,0,w/d in unit,attached garage,38.953,-77.2295,DC
383479,7036297925,Palm Springs,650,house,3100,4,4.5,0,0,1,0,0,1,Unknown,Unknown,33.6685,-116.30799999999999,CA
309134,7035285061,San Antonio,885,apartment,660,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,32.8958,-96.9744,TX
